dataType,metadata_generatedAt,metadata_generatedBy,metadata_logFileName,metadata_schemaVersion,metadata_RSUID,metadata_kind,metadata_psid,metadata_bsmSource,metadata_externalID,coreData_msgCnt,coreData_id,coreData_secMark,coreData_position_lat,coreData_position_long,coreData_elevation,coreData_accelset_accelYaw,coreData_accelset_lat,coreData_accelset_long,coreData_accelset_vert,coreData_angle,coreData_accuracy_orientation,coreData_accuracy_semiMajor,coreData_accuracy_semiMinor,coreData_transmission,coreData_speed,coreData_heading,coreData_brakes_wheelBrakes_leftFront,coreData_brakes_wheelBrakes_rightFront,coreData_brakes_wheelBrakes_unavailable,coreData_brakes_wheelBrakes_leftRear,coreData_brakes_wheelBrakes_rightRear,coreData_brakes_traction,coreData_brakes_abs,coreData_brakes_scs,coreData_brakes_brakeBoost,coreData_brakes_auxBrakes,coreData_size,part2_suve_classification,part2_suve_cd_hpmstype,part2_suve_cd_role,part2_suve_vd_height,part2_suve_vd_mass,part2_suve_vd_bumpers_front,part2_suve_vd_bumpers_rear,part2_vse_events,part2_vse_ph_crumbdata,part2_vse_pp_confidence,part2_vse_pp_radiusofcurve,part2_vse_lights,coreData_position,randomNum,metadata_generatedAt_timeOfDay
bsm,3/19/2021 0:44,rsu,2021_3_19_0_thea20.csv,1,thea20,in,32,RV,NA,111,8601236,54950,"279,469,190","-824,576,109",-231,-31,-2,0,49,127,"25,202",24,19,unavailable,524,"5,578",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4576109 27.946919),0.076601138,0.748333333
bsm,3/19/2021 0:44,rsu,2021_3_19_0_thea20.csv,1,thea20,in,32,RV,NA,10,8601236,57650,"279,469,990","-824,573,582",-229,70,28,-46,48,127,"24,656",27,20,unavailable,463,"5,555",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4573582 27.946999),0.831036805,0.749166667
bsm,3/19/2021 0:44,rsu,2021_3_19_0_thea20.csv,1,thea20,in,32,RV,NA,114,8601236,55200,"279,469,225","-824,575,857",-232,-42,-35,-58,47,127,"24,823",26,20,unavailable,512,"5,594",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4575857 27.9469225),0.1221229,0.748611111
bsm,3/19/2021 0:44,rsu,2021_3_19_0_thea20.csv,1,thea20,in,32,RV,NA,15,8601236,58150,"279,470,143","-824,573,160",-229,49,39,-91,48,127,"24,626",27,21,unavailable,440,"5,577",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.457316 27.9470143),0.735769454,0.749444444
bsm,3/19/2021 0:44,rsu,2021_3_19_0_thea20.csv,1,thea20,in,32,RV,NA,115,8601236,55350,"279,469,273","-824,575,710",-232,-76,-15,-14,49,127,"24,823",26,20,unavailable,511,"5,585",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.457571 27.9469273),0.129717671,0.748611111
bsm,3/19/2021 0:44,rsu,2021_3_19_0_thea20.csv,1,thea20,in,32,RV,NA,22,8601236,58850,"279,470,318","-824,572,629",-228,9,15,-130,49,127,"24,646",27,21,unavailable,386,"5,588",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4572629 27.9470318),0.89649674,0.749444444
bsm,3/19/2021 0:44,rsu,2021_3_19_0_thea20.csv,1,thea20,in,32,RV,NA,116,8601236,55449,"279,469,309","-824,575,606",-232,-64,-23,-52,49,127,"24,646",27,20,unavailable,510,"5,577",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4575606 27.9469309),0.26917869,0.748611111
bsm,3/19/2021 0:44,rsu,2021_3_19_0_thea20.csv,1,thea20,in,32,RV,NA,117,8601236,55550,"279,469,341","-824,575,509",-232,-42,-18,-44,48,127,"24,646",27,20,unavailable,507,"5,574",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4575509 27.9469341),0.672485778,0.748611111
bsm,3/19/2021 5:55,rsu,2021_3_19_5_thea5.csv,1,thea5,in,32,RV,NA,17,8586600,29900,"279,482,389","-824,562,236",-254,-95,29,-50,50,127,"31,124",15,10,unavailable,688,"19,826",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""208"", ""length"": ""430""}",,,,,,,,,,,,,POINT (-82.4562236 27.9482389),0.425758279,5.924722222
bsm,3/19/2021 5:55,rsu,2021_3_19_5_thea5.csv,1,thea5,in,32,RV,NA,16,8586600,29800,"279,482,436","-824,562,107",-254,-121,16,-2,48,127,"31,124",15,10,unavailable,688,"19,835",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""208"", ""length"": ""430""}",,,,,,,,,,,,,POINT (-82.4562107 27.9482436),0.507613451,5.924722222
bsm,3/19/2021 5:31,rsu,2021_3_19_5_thea28.csv,1,thea28,in,32,RV,NA,116,8637646,25450,"279,449,862","-824,477,953",-231,-129,"2,001",-14,49,127,"5,648",10,18,forwardGears,611,"21,661",0,0,0,0,0,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""190"", ""length"": ""460""}",10,car,basicVehicle,30,34,43,43,,"[{'latOffset': '-9', 'lonOffset': '-8511', 'elevationOffset': '-8', 'timeOffset': '645'}, {'latOffset': '-426', 'lonOffset': '-16108', 'elevationOffset': '-14', 'timeOffset': '1301'}, {'latOffset': '-848', 'lonOffset': '-17821', 'elevationOffset': '-11', 'timeOffset': '1495'}, {'latOffset': '-1821', 'lonOffset': '-19043', 'elevationOffset': '-8', 'timeOffset': '1667'}, {'latOffset': '-3371', 'lonOffset': '-19636', 'elevationOffset': '-4', 'timeOffset': '1851'}, {'latOffset': '-11643', 'lonOffset': '-19921', 'elevationOffset': '4', 'timeOffset': '2424'}, {'latOffset': '-30526', 'lonOffset': '-20161', 'elevationOffset': '14', 'timeOffset': '3571'}, {'latOffset': '-42271', 'lonOffset': '-21110', 'elevationOffset': '22', 'timeOffset': '4265'}, {'latOffset': '-61052', 'lonOffset': '-21275', 'elevationOffset': '40', 'timeOffset': '5311'}, {'latOffset': '-88066', 'lonOffset': '-22227', 'elevationOffset': '53', 'timeOffset': '6650'}]",93,"32,767",,POINT (-82.4477953 27.9449862),0.919244983,5.523611111
bsm,3/19/2021 5:12,rsu,2021_3_19_5_thea1.csv,1,thea1,in,32,RV,NA,0,8258224,50710,"279,527,519","-824,456,127",-289,-8,"2,001",-7,51,127,"8,256",4,4,unavailable,895,"14,565",0,0,0,0,0,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""230"", ""length"": ""580""}",10,car,basicVehicle,30,34,43,43,,"[{'latOffset': '-12657', 'lonOffset': '-477', 'elevationOffset': '1', 'timeOffset': '767'}, {'latOffset': '-21075', 'lonOffset': '-208', 'elevationOffset': '-2', 'timeOffset': '1272'}, {'latOffset': '-27682', 'lonOffset': '141', 'elevationOffset': '-16', 'timeOffset': '1763'}, {'latOffset': '-29016', 'lonOffset': '-196', 'elevationOffset': '-18', 'timeOffset': '1908'}, {'latOffset': '-29851', 'lonOffset': '-1059', 'elevationOffset': '-18', 'timeOffset': '2041'}, {'latOffset': '-30279', 'lonOffset': '-2706', 'elevationOffset': '-18', 'timeOffset': '2194'}, {'latOffset': '-30892', 'lonOffset': '-13764', 'elevationOffset': '-13', 'timeOffset': '2872'}, {'latOffset': '-30782', 'lonOffset': '-39556', 'elevationOffset': '-12', 'timeOffset': '4145'}, {'latOffset': '-30726', 'lonOffset': '-60806', 'elevationOffset': '-27', 'timeOffset': '5225'}, {'latOffset': '-30629', 'lonOffset': '-82129', 'elevationOffset': '-39', 'timeOffset': '8462'}, {'latOffset': '-30482', 'lonOffset': '-103462', 'elevationOffset': '-34', 'timeOffset': '9644'}]",190,"32,767",,POINT (-82.4456127 27.9527519),0.384345229,5.215
bsm,3/19/2021 5:52,rsu,2021_3_19_5_thea1.csv,1,thea1,in,32,RV,NA,40,8619526,48650,"279,558,040","-824,453,456",-261,0,50,-2,49,127,95,9,7,unavailable,0,"21,150",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""208"", ""length"": ""430""}",,,,,,,,,,,,,POINT (-82.4453456 27.955804),0.293720978,5.88
bsm,3/19/2021 6:26,rsu,2021_3_19_6_thea12.csv,1,thea12,in,32,RV,NA,99,8030097,22656,"279,485,924","-824,552,161",-208,0,"2,001",-64,50,127,"7,174",5,6,forwardGears,7,"19,937",1,1,0,1,1,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""230"", ""length"": ""460""}",10,car,basicVehicle,30,34,43,43,,"[{'latOffset': '-1677', 'lonOffset': '-4870', 'elevationOffset': '2', 'timeOffset': '1013'}, {'latOffset': '-8556', 'lonOffset': '-24726', 'elevationOffset': '-1', 'timeOffset': '3309'}, {'latOffset': '-61855', 'lonOffset': '-131071', 'elevationOffset': '50', 'timeOffset': '27799'}, {'latOffset': '-60511', 'lonOffset': '-131071', 'elevationOffset': '50', 'timeOffset': '28034'}, {'latOffset': '-59845', 'lonOffset': '-131071', 'elevationOffset': '52', 'timeOffset': '28260'}, {'latOffset': '-59667', 'lonOffset': '-131071', 'elevationOffset': '55', 'timeOffset': '28749'}, {'latOffset': '-61291', 'lonOffset': '-131071', 'elevationOffset': '53', 'timeOffset': '29715'}, {'latOffset': '-66462', 'lonOffset': '-131071', 'elevationOffset': '53', 'timeOffset': '30636'}, {'latOffset': '-68712', 'lonOffset': '-131071', 'elevationOffset': '53', 'timeOffset': '31096'}, {'latOffset': '-69744', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '31475'}, {'latOffset': '-69965', 'lonOffset': '-131071', 'elevationOffset': '53', 'timeOffset': '31803'}, {'latOffset': '-69499', 'lonOffset': '-131071', 'elevationOffset': '51', 'timeOffset': '32206'}, {'latOffset': '-68170', 'lonOffset': '-131071', 'elevationOffset': '51', 'timeOffset': '32626'}, {'latOffset': '-65833', 'lonOffset': '-131071', 'elevationOffset': '58', 'timeOffset': '33318'}, {'latOffset': '-65833', 'lonOffset': '-131071', 'elevationOffset': '58', 'timeOffset': '33318'}]",200,"32,767",,POINT (-82.4552161 27.9485924),0.0937229,6.439444444
bsm,3/19/2021 5:30,rsu,2021_3_19_5_thea24.csv,1,thea24,in,32,RV,NA,22,8347704,15045,"279,544,973","-824,455,699",-288,86,"2,001",114,51,127,"8,910",8,7,forwardGears,929,"14,260",0,0,0,0,0,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""190"", ""length"": ""460""}",10,car,basicVehicle,30,34,43,43,,"[{'latOffset': '-3299', 'lonOffset': '137', 'elevationOffset': '-2', 'timeOffset': '206'}, {'latOffset': '-7123', 'lonOffset': '422', 'elevationOffset': '-19', 'timeOffset': '501'}, {'latOffset': '-9881', 'lonOffset': '695', 'elevationOffset': '-23', 'timeOffset': '758'}, {'latOffset': '-11333', 'lonOffset': '380', 'elevationOffset': '-24', 'timeOffset': '918'}, {'latOffset': '-12080', 'lonOffset': '-196', 'elevationOffset': '-25', 'timeOffset': '1021'}, {'latOffset': '-12735', 'lonOffset': '-1651', 'elevationOffset': '-25', 'timeOffset': '1176'}, {'latOffset': '-13154', 'lonOffset': '-7151', 'elevationOffset': '-25', 'timeOffset': '1518'}, {'latOffset': '-13392', 'lonOffset': '-19737', 'elevationOffset': '-24', 'timeOffset': '2099'}, {'latOffset': '-13395', 'lonOffset': '-40956', 'elevationOffset': '-28', 'timeOffset': '3000'}, {'latOffset': '-13318', 'lonOffset': '-62339', 'elevationOffset': '-37', 'timeOffset': '3896'}, {'latOffset': '-13269', 'lonOffset': '-83710', 'elevationOffset': '-45', 'timeOffset': '4803'}]",176,"18,610",,POINT (-82.4455699 27.9544973),0.90110588,5.504166667
bsm,3/19/2021 5:55,rsu,2021_3_19_5_thea17.csv,1,thea17,in,32,RV,NA,106,8735130,350,"279,494,200","-824,528,503",-242,36,45,-45,49,127,"32,652",13,10,unavailable,676,"19,876",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""208"", ""length"": ""430""}",,,,,,,,,,,,,POINT (-82.4528503 27.94942),0.190965997,5.916666667
bsm,3/19/2021 5:55,rsu,2021_3_19_5_thea17.csv,1,thea17,in,32,RV,NA,105,8735130,250,"279,494,244","-824,528,375",-242,16,24,-34,49,127,"32,652",13,10,unavailable,678,"19,873",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""208"", ""length"": ""430""}",,,,,,,,,,,,,POINT (-82.4528375 27.9494244),0.642549864,5.916666667
bsm,3/19/2021 5:53,rsu,2021_3_19_5_thea2.csv,1,thea2,in,32,RV,NA,93,8579412,32350,"279,523,507","-824,456,728",-275,-19,1,53,49,127,"1,878",9,8,unavailable,487,"14,509",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""208"", ""length"": ""430""}",,,,,,,,,,,,,POINT (-82.4456728 27.9523507),0.382647029,5.892222222
bsm,3/19/2021 6:30,rsu,2021_3_19_6_thea33.csv,1,thea33,in,32,RV,NA,67,8477209,11283,"279,526,573","-824,581,626",-197,8,"2,001",27,49,127,"8,428",4,4,unavailable,326,"26,984",0,0,0,0,0,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""254"", ""length"": ""1250""}",50,bus,transit,30,34,43,43,,"[{'latOffset': '3312', 'lonOffset': '-1351', 'elevationOffset': '8', 'timeOffset': '3302'}, {'latOffset': '14258', 'lonOffset': '-6380', 'elevationOffset': '39', 'timeOffset': '8066'}, {'latOffset': '24199', 'lonOffset': '-10856', 'elevationOffset': '35', 'timeOffset': '15548'}, {'latOffset': '41907', 'lonOffset': '-18314', 'elevationOffset': '10', 'timeOffset': '26807'}]",190,"32,767",,POINT (-82.4581626 27.9526573),0.203342734,6.503055556
bsm,3/19/2021 6:29,rsu,2021_3_19_6_thea5.csv,1,thea5,in,32,RV,NA,126,8250565,50674,"279,524,423","-824,580,677",-200,18,"2,001",0,49,127,"8,568",6,5,unavailable,0,"27,241",1,1,0,1,1,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""254"", ""length"": ""1250""}",50,bus,transit,30,34,43,43,,"[{'latOffset': '1162', 'lonOffset': '-402', 'elevationOffset': '5', 'timeOffset': '1241'}, {'latOffset': '12107', 'lonOffset': '-5430', 'elevationOffset': '36', 'timeOffset': '6005'}, {'latOffset': '22049', 'lonOffset': '-9907', 'elevationOffset': '32', 'timeOffset': '13487'}, {'latOffset': '39757', 'lonOffset': '-17364', 'elevationOffset': '7', 'timeOffset': '24746'}]",200,"32,767",,POINT (-82.4580677 27.9524423),0.953177048,6.497222222
bsm,3/19/2021 6:27,rsu,2021_3_19_6_thea12.csv,1,thea12,in,32,RV,NA,102,8030097,11974,"279,485,897","-824,552,214",-207,-1,"2,001",0,50,127,"7,911",4,4,forwardGears,0,"19,937",1,1,0,1,1,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""230"", ""length"": ""460""}",10,car,basicVehicle,30,34,43,43,,"[{'latOffset': '0', 'lonOffset': '0', 'elevationOffset': '0', 'timeOffset': '405'}, {'latOffset': '-60538', 'lonOffset': '-131071', 'elevationOffset': '51', 'timeOffset': '32966'}, {'latOffset': '-59871', 'lonOffset': '-131071', 'elevationOffset': '53', 'timeOffset': '33192'}, {'latOffset': '-59694', 'lonOffset': '-131071', 'elevationOffset': '56', 'timeOffset': '33681'}, {'latOffset': '-61318', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '34647'}, {'latOffset': '-66489', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '35568'}, {'latOffset': '-68739', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '36028'}, {'latOffset': '-69770', 'lonOffset': '-131071', 'elevationOffset': '55', 'timeOffset': '36407'}, {'latOffset': '-69991', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '36735'}, {'latOffset': '-69526', 'lonOffset': '-131071', 'elevationOffset': '52', 'timeOffset': '37138'}, {'latOffset': '-68197', 'lonOffset': '-131071', 'elevationOffset': '52', 'timeOffset': '37558'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '38250'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '38250'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '38250'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '38250'}]",200,"32,767",,POINT (-82.4552214 27.9485897),0.086919521,6.453055556
bsm,3/19/2021 6:14,rsu,2021_3_19_6_thea24.csv,1,thea24,in,32,RV,NA,83,8411785,19462,"279,557,708","-824,453,538",-274,-283,"2,001",-220,49,127,"6,891",4,5,unavailable,637,"21,166",1,1,0,1,1,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""210"", ""length"": ""485""}",10,car,basicVehicle,30,34,43,43,,"[{'latOffset': '-31', 'lonOffset': '-391', 'elevationOffset': '0', 'timeOffset': '31'}, {'latOffset': '-538', 'lonOffset': '-12439', 'elevationOffset': '5', 'timeOffset': '651'}, {'latOffset': '-438', 'lonOffset': '-33831', 'elevationOffset': '4', 'timeOffset': '1560'}, {'latOffset': '-377', 'lonOffset': '-54783', 'elevationOffset': '-8', 'timeOffset': '2429'}, {'latOffset': '-269', 'lonOffset': '-75947', 'elevationOffset': '-21', 'timeOffset': '3328'}, {'latOffset': '-170', 'lonOffset': '-97205', 'elevationOffset': '-21', 'timeOffset': '4415'}, {'latOffset': '3', 'lonOffset': '-102064', 'elevationOffset': '-16', 'timeOffset': '4777'}]",87,"-20,247",,POINT (-82.4453538 27.9557708),0.686199388,6.238611111
bsm,3/19/2021 5:55,rsu,2021_3_19_5_thea17.csv,1,thea17,in,32,RV,NA,112,8735130,950,"279,493,926","-824,529,281",-242,25,6,-30,48,127,"32,511",13,10,unavailable,673,"19,896",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""208"", ""length"": ""430""}",,,,,,,,,,,,,POINT (-82.4529281 27.9493926),0.483471946,5.916666667
bsm,3/19/2021 5:52,rsu,2021_3_19_5_thea24.csv,1,thea24,in,32,RV,NA,5,8013568,45150,"279,558,033","-824,453,458",-261,1,50,-1,49,127,"32,585",9,7,unavailable,0,"21,150",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""208"", ""length"": ""430""}",,,,,,,,,,,,,POINT (-82.4453458 27.9558033),0.311404437,5.879166667
bsm,3/19/2021 5:53,rsu,2021_3_19_5_thea2.csv,1,thea2,in,32,RV,NA,94,8579412,32450,"279,523,418","-824,456,731",-275,-30,19,72,48,127,"1,878",9,8,unavailable,490,"14,507",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""208"", ""length"": ""430""}",,,,,,,,,,,,,POINT (-82.4456731 27.9523418),0.438852023,5.892222222
bsm,3/19/2021 5:53,rsu,2021_3_19_5_thea2.csv,1,thea2,in,32,RV,NA,95,8579412,32550,"279,523,326","-824,456,732",-275,-23,2,68,48,127,"1,892",9,8,unavailable,497,"14,503",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""208"", ""length"": ""430""}",,,,,,,,,,,,,POINT (-82.4456732 27.9523326),0.646752836,5.892222222
bsm,3/19/2021 6:30,rsu,2021_3_19_6_thea33.csv,1,thea33,in,32,RV,NA,70,8477209,11595,"279,526,727","-824,581,704",-197,-76,"2,001",9,49,127,"8,428",4,4,unavailable,325,"26,961",0,0,0,0,0,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""254"", ""length"": ""1250""}",50,bus,transit,30,34,43,43,,"[{'latOffset': '3466', 'lonOffset': '-1429', 'elevationOffset': '8', 'timeOffset': '3333'}, {'latOffset': '14412', 'lonOffset': '-6457', 'elevationOffset': '39', 'timeOffset': '8098'}, {'latOffset': '24353', 'lonOffset': '-10934', 'elevationOffset': '35', 'timeOffset': '15579'}, {'latOffset': '42061', 'lonOffset': '-18391', 'elevationOffset': '10', 'timeOffset': '26838'}]",134,"32,767",,POINT (-82.4581704 27.9526727),0.695471519,6.503055556
bsm,3/19/2021 6:29,rsu,2021_3_19_6_thea5.csv,1,thea5,in,32,RV,NA,127,8250565,50777,"279,524,423","-824,580,676",-200,19,"2,001",0,49,127,"8,568",6,5,unavailable,0,"27,241",1,1,0,1,1,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""254"", ""length"": ""1250""}",50,bus,transit,30,34,43,43,,"[{'latOffset': '1162', 'lonOffset': '-401', 'elevationOffset': '5', 'timeOffset': '1251'}, {'latOffset': '12108', 'lonOffset': '-5430', 'elevationOffset': '36', 'timeOffset': '6016'}, {'latOffset': '22049', 'lonOffset': '-9907', 'elevationOffset': '32', 'timeOffset': '13498'}, {'latOffset': '39757', 'lonOffset': '-17364', 'elevationOffset': '7', 'timeOffset': '24756'}]",200,"32,767",,POINT (-82.4580676 27.9524423),0.121177141,6.497222222
bsm,3/19/2021 6:26,rsu,2021_3_19_6_thea12.csv,1,thea12,in,32,RV,NA,55,8030097,32426,"279,485,897","-824,552,214",-207,-3,"2,001",0,49,127,"7,089",5,6,forwardGears,0,"19,937",1,1,0,1,1,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""230"", ""length"": ""460""}",10,car,basicVehicle,30,34,43,43,,"[{'latOffset': '-1703', 'lonOffset': '-4923', 'elevationOffset': '3', 'timeOffset': '1990'}, {'latOffset': '-8582', 'lonOffset': '-24779', 'elevationOffset': '0', 'timeOffset': '4286'}, {'latOffset': '-61882', 'lonOffset': '-131071', 'elevationOffset': '51', 'timeOffset': '28776'}, {'latOffset': '-60538', 'lonOffset': '-131071', 'elevationOffset': '51', 'timeOffset': '29011'}, {'latOffset': '-59871', 'lonOffset': '-131071', 'elevationOffset': '53', 'timeOffset': '29237'}, {'latOffset': '-59694', 'lonOffset': '-131071', 'elevationOffset': '56', 'timeOffset': '29726'}, {'latOffset': '-61318', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '30692'}, {'latOffset': '-66488', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '31613'}, {'latOffset': '-68739', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '32073'}, {'latOffset': '-69770', 'lonOffset': '-131071', 'elevationOffset': '55', 'timeOffset': '32452'}, {'latOffset': '-69991', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '32780'}, {'latOffset': '-69525', 'lonOffset': '-131071', 'elevationOffset': '52', 'timeOffset': '33183'}, {'latOffset': '-68197', 'lonOffset': '-131071', 'elevationOffset': '52', 'timeOffset': '33603'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '34295'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '34295'}]",200,"32,767",,POINT (-82.4552214 27.9485897),0.471588624,6.442222222
bsm,3/19/2021 6:26,rsu,2021_3_19_6_thea12.csv,1,thea12,in,32,RV,NA,9,8030097,27046,"279,485,897","-824,552,216",-207,-5,"2,001",-6,49,127,"7,128",5,6,forwardGears,2,"19,937",1,1,0,1,1,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""230"", ""length"": ""460""}",10,car,basicVehicle,30,34,43,43,,"[{'latOffset': '-1704', 'lonOffset': '-4925', 'elevationOffset': '3', 'timeOffset': '1452'}, {'latOffset': '-8583', 'lonOffset': '-24781', 'elevationOffset': '0', 'timeOffset': '3748'}, {'latOffset': '-61883', 'lonOffset': '-131071', 'elevationOffset': '51', 'timeOffset': '28238'}, {'latOffset': '-60538', 'lonOffset': '-131071', 'elevationOffset': '51', 'timeOffset': '28473'}, {'latOffset': '-59872', 'lonOffset': '-131071', 'elevationOffset': '53', 'timeOffset': '28699'}, {'latOffset': '-59695', 'lonOffset': '-131071', 'elevationOffset': '56', 'timeOffset': '29188'}, {'latOffset': '-61319', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '30154'}, {'latOffset': '-66489', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '31075'}, {'latOffset': '-68740', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '31535'}, {'latOffset': '-69771', 'lonOffset': '-131071', 'elevationOffset': '55', 'timeOffset': '31914'}, {'latOffset': '-69992', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '32242'}, {'latOffset': '-69526', 'lonOffset': '-131071', 'elevationOffset': '52', 'timeOffset': '32645'}, {'latOffset': '-68197', 'lonOffset': '-131071', 'elevationOffset': '52', 'timeOffset': '33065'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '33757'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '33757'}]",200,"32,767",,POINT (-82.4552216 27.9485897),0.256584013,6.440555556
bsm,3/19/2021 6:27,rsu,2021_3_19_6_thea12.csv,1,thea12,in,32,RV,NA,81,8030097,9792,"279,485,897","-824,552,214",-207,-1,"2,001",0,50,127,"7,928",4,4,forwardGears,0,"19,937",1,1,0,1,1,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": ""230"", ""length"": ""460""}",10,car,basicVehicle,30,34,43,43,,"[{'latOffset': '0', 'lonOffset': '0', 'elevationOffset': '0', 'timeOffset': '187'}, {'latOffset': '-60538', 'lonOffset': '-131071', 'elevationOffset': '51', 'timeOffset': '32748'}, {'latOffset': '-59871', 'lonOffset': '-131071', 'elevationOffset': '53', 'timeOffset': '32974'}, {'latOffset': '-59694', 'lonOffset': '-131071', 'elevationOffset': '56', 'timeOffset': '33463'}, {'latOffset': '-61318', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '34429'}, {'latOffset': '-66489', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '35350'}, {'latOffset': '-68739', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '35809'}, {'latOffset': '-69770', 'lonOffset': '-131071', 'elevationOffset': '55', 'timeOffset': '36189'}, {'latOffset': '-69991', 'lonOffset': '-131071', 'elevationOffset': '54', 'timeOffset': '36517'}, {'latOffset': '-69526', 'lonOffset': '-131071', 'elevationOffset': '52', 'timeOffset': '36920'}, {'latOffset': '-68197', 'lonOffset': '-131071', 'elevationOffset': '52', 'timeOffset': '37340'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '38032'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '38032'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '38032'}, {'latOffset': '-65860', 'lonOffset': '-131071', 'elevationOffset': '59', 'timeOffset': '38032'}]",200,"32,767",,POINT (-82.4552214 27.9485897),0.532572925,6.4525
